suite,config,task_name,status,reward,language,difficulty,category,sdlc_phase,repo,mcp_benefit_score,context_complexity,cross_file_deps,n_input_tokens,n_output_tokens,n_cache_tokens,cache_read_tokens,total_cost_usd,agent_task_seconds,wall_clock_seconds,env_setup_seconds
ccb_swebenchpro,sourcegraph_base,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.6075,0.6,0.5,0,0,0,,,3.1,309.9,79.7
ccb_swebenchpro,sourcegraph_base,instance_future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.6225,0.6,0.55,0,0,0,,,3.1,229.0,1.9
ccb_swebenchpro,sourcegraph_base,instance_gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.5925,0.6,0.45,0,0,0,,,8.3,365.4,60.7
ccb_swebenchpro,sourcegraph_base,instance_gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6825,0.6,0.75,0,0,0,,,7.0,245.1,1.8
ccb_swebenchpro,sourcegraph_base,instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6225,0.6,0.55,0,0,0,,,6.6,67.7,1.4
ccb_swebenchpro,sourcegraph_base,instance_gravitational__teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4,failed,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6075,0.6,0.5,2175367,338,2175365,,,246.4,288.0,0.8
ccb_swebenchpro,sourcegraph_base,instance_navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),navidrome/navidrome,0.6975,0.6,0.8,435558,75,435556,,,118.2,624.5,0.8
ccb_swebenchpro,sourcegraph_base,instance_navidrome__navidrome-d0dceae0943b8df16e579c2d9437e11760a0626a,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),navidrome/navidrome,0.6675,0.6,0.7,6840923,641,6840921,,,492.8,1292.2,0.9
ccb_swebenchpro,sourcegraph_base,instance_nodebb__nodebb-76c6e30282906ac664f2c9278fc90999b27b1f48-vd59a5728dfc977f44533186ace531248c2917516,failed,0.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.7575,0.6,1.0,6399854,461,6399850,,,467.5,524.6,0.7
ccb_swebenchpro,sourcegraph_base,instance_nodebb__nodebb-eb49a64974ca844bca061744fb3383f5d13b02ad-vnan,errored,0.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.6675,0.6,0.7,0,0,0,,,7.7,341.1,1.0
ccb_swebenchpro,sourcegraph_base,instance_nodebb__nodebb-f1a80d48cc45877fcbadf34c2345dd9709722c7f-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,failed,0.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.6675,0.6,0.7,38127090,3287,38126926,,,1465.4,1511.7,0.8
ccb_swebenchpro,sourcegraph_base,instance_protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.9,856.4,0.8
ccb_swebenchpro,sourcegraph_base,instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.8,848.9,2.5
ccb_swebenchpro,sourcegraph_base,instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.9,994.5,1.7
ccb_swebenchpro,sourcegraph_base,instance_protonmail__webclients-caf10ba9ab2677761c88522d1ba8ad025779c492,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.8,1044.4,0.7
ccb_swebenchpro,sourcegraph_base,instance_qutebrowser__qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f-v35616345bb8052ea303186706cec663146f0f184,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5625,0.6,0.35,6650302,393,6650300,,,276.6,371.1,2.5
ccb_swebenchpro,sourcegraph_base,instance_qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,errored,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5475,0.6,0.3,0,0,0,,,2.9,45.5,1.1
ccb_swebenchpro,sourcegraph_base,instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,errored,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5475,0.6,0.3,0,0,0,,,2.8,42.3,0.9
ccb_swebenchpro,sourcegraph_base,instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,errored,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5625,0.6,0.35,0,0,0,,,3.7,70.9,31.9
ccb_swebenchpro,sourcegraph_base,instance_tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),tutao/tutanota,0.5925,0.6,0.45,0,0,0,,,3.2,272.7,1.0
ccb_swebenchpro,sourcegraph_full,instance_ansible__ansible-379058e10f3dbc0fdcaf80394bd09b18927e7d33-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6225,0.6,0.55,5512222,571,5512127,,,224.9,1111.2,78.6
ccb_swebenchpro,sourcegraph_full,instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6375,0.6,0.6,4778153,372,4778074,,,333.6,2160.8,966.0
ccb_swebenchpro,sourcegraph_full,instance_ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6075,0.6,0.5,3612481,364,3612422,,,342.0,2335.0,1017.5
ccb_swebenchpro,sourcegraph_full,instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.5925,0.6,0.45,1841044,262,1840996,,,106.7,153.9,0.7
ccb_swebenchpro,sourcegraph_full,instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6075,0.6,0.5,5021628,413,5021547,,,566.9,2442.8,859.8
ccb_swebenchpro,sourcegraph_full,instance_element-hq__element-web-cf3c899dd1f221aa1a1f4c5a80dffc05b9c21c85-vnan,passed,1.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),element-hq/element-web,0.6225,0.6,0.55,5916518,582,5916430,,,415.0,4628.1,884.2
ccb_swebenchpro,sourcegraph_full,instance_element-hq__element-web-f14374a51c153f64f313243f2df6ea4971db4e15,passed,1.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),element-hq/element-web,0.7125,0.6,0.85,563398,49,563378,,,93.2,3071.4,465.6
ccb_swebenchpro,sourcegraph_full,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.6975,0.6,0.8,5678117,676,5677887,,,734.0,1819.9,338.0
ccb_swebenchpro,sourcegraph_full,instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.7125,0.6,0.85,11028238,1186,11028092,,,806.1,1457.1,252.9
ccb_swebenchpro,sourcegraph_full,instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.7575,0.6,1.0,8776466,701,8765187,,,640.4,1269.3,208.9
ccb_swebenchpro,sourcegraph_full,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.6825,0.6,0.75,6201384,797,6201286,,,892.6,2470.5,515.1
ccb_swebenchpro,sourcegraph_full,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.5925,0.6,0.45,8267124,807,8265083,,,731.3,2317.2,266.5
ccb_swebenchpro,sourcegraph_full,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.6075,0.6,0.5,7185297,626,7185211,,,458.9,1550.9,222.6
ccb_swebenchpro,sourcegraph_full,instance_future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.6225,0.6,0.55,10980392,878,10980267,,,442.4,1386.1,442.8
ccb_swebenchpro,sourcegraph_full,instance_gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.5925,0.6,0.45,4746456,645,4746364,,,999.2,2129.0,507.1
ccb_swebenchpro,sourcegraph_full,instance_gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6825,0.6,0.75,4838390,717,4838308,,,581.6,1712.9,447.7
ccb_swebenchpro,sourcegraph_full,instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4,failed,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6225,0.6,0.55,2133152,460,2133101,,,253.1,1348.0,522.6
ccb_swebenchpro,sourcegraph_full,instance_gravitational__teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4,failed,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6075,0.6,0.5,2140351,187,2140305,,,260.5,1076.1,445.7
ccb_swebenchpro,sourcegraph_full,instance_navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),navidrome/navidrome,0.6975,0.6,0.8,545490,130,545470,,,110.4,405.5,4.4
ccb_swebenchpro,sourcegraph_full,instance_navidrome__navidrome-d0dceae0943b8df16e579c2d9437e11760a0626a,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),navidrome/navidrome,0.6675,0.6,0.7,10211841,756,10211707,,,535.4,837.7,6.2
ccb_swebenchpro,sourcegraph_full,instance_nodebb__nodebb-76c6e30282906ac664f2c9278fc90999b27b1f48-vd59a5728dfc977f44533186ace531248c2917516,passed,1.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.7575,0.6,1.0,1417810,183,1417776,,,116.9,260.7,4.5
ccb_swebenchpro,sourcegraph_full,instance_nodebb__nodebb-eb49a64974ca844bca061744fb3383f5d13b02ad-vnan,passed,1.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.6675,0.6,0.7,1759857,165,1759813,,,109.5,250.3,4.4
ccb_swebenchpro,sourcegraph_full,instance_nodebb__nodebb-f1a80d48cc45877fcbadf34c2345dd9709722c7f-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,passed,1.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.6675,0.6,0.7,2988071,240,2988016,,,164.6,294.4,4.3
ccb_swebenchpro,sourcegraph_full,instance_protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,1.0,1108.3,3.2
ccb_swebenchpro,sourcegraph_full,instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.9,1007.2,2.6
ccb_swebenchpro,sourcegraph_full,instance_qutebrowser__qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f-v35616345bb8052ea303186706cec663146f0f184,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5625,0.6,0.35,3130176,538,3130111,,,240.3,437.1,87.9
ccb_swebenchpro,sourcegraph_full,instance_qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5475,0.6,0.3,3478063,332,3478004,,,250.6,525.3,129.5
ccb_swebenchpro,sourcegraph_full,instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5475,0.6,0.3,5291160,610,5291065,,,351.3,552.8,112.3
ccb_swebenchpro,sourcegraph_full,instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5625,0.6,0.35,1219368,145,1219333,,,102.3,274.0,74.1
ccb_swebenchpro,sourcegraph_full,instance_tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b,passed,1.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),tutao/tutanota,0.5925,0.6,0.45,9674024,819,9673923,,,867.6,1718.4,163.1
ccb_sweperf,baseline,sweperf-001,passed,0.9977,python,medium,performance,Testing & QA,numpy/numpy,0.4575,0.5,0.3,5164131,852,5164129,,,366.4,740.3,125.4
ccb_sweperf,baseline,sweperf-002,passed,0.5,python,hard,performance,Testing & QA,scikit-learn/scikit-learn,0.4575,0.5,0.3,5138570,327,5138568,,,300.7,610.0,242.5
ccb_sweperf,baseline,sweperf-003,passed,0.274,python,medium,performance,Testing & QA,pandas-dev/pandas,0.4575,0.5,0.3,13462264,1070,13462260,,,691.0,1036.7,288.0
ccb_sweperf,sourcegraph_base,sweperf-001,passed,0.0428,python,medium,performance,Testing & QA,numpy/numpy,0.4575,0.5,0.3,5202817,525,5202815,,,361.9,487.9,1.8
ccb_sweperf,sourcegraph_base,sweperf-002,failed,0.0,python,hard,performance,Testing & QA,scikit-learn/scikit-learn,0.4575,0.5,0.3,24567920,2043,24567840,,,1358.3,1414.1,1.1
ccb_sweperf,sourcegraph_base,sweperf-003,passed,0.0526,python,medium,performance,Testing & QA,pandas-dev/pandas,0.4575,0.5,0.3,8666664,710,8666660,,,529.3,614.4,12.6
ccb_sweperf,sourcegraph_full,sweperf-001,passed,0.1222,python,medium,performance,Testing & QA,numpy/numpy,0.4575,0.5,0.3,11553628,889,11553464,,,782.6,882.8,0.7
ccb_sweperf,sourcegraph_full,sweperf-002,passed,0.3187,python,hard,performance,Testing & QA,scikit-learn/scikit-learn,0.4575,0.5,0.3,32053362,2610,32053018,,,1835.3,1879.4,0.6
ccb_sweperf,sourcegraph_full,sweperf-003,passed,0.6597,python,medium,performance,Testing & QA,pandas-dev/pandas,0.4575,0.5,0.3,13874822,1124,13874683,,,1221.7,1402.2,138.3
ccb_tac,baseline,tac-buffer-pool-manager,passed,0.3333,cpp,hard,implement,Implementation (feature),cmu-db/bustub,0.49,0.5,0.3,15098260,50019,,14849088,10.998648299999997,2055.2,2464.3,30.4
ccb_tac,baseline,tac-copilot-arena-endpoint,passed,1.0,python,medium,endpoint,Implementation (feature),lmarena/copilot-arena,0.4775,0.5,0.3,1586104,539,1586058,,,226.1,1212.3,25.9
ccb_tac,baseline,tac-dependency-change,passed,0.8,python,medium,dependency,Maintenance,All-Hands-AI/OpenHands,0.44,0.5,0.3,941505,296,941470,,,412.7,1385.4,26.8
ccb_tac,baseline,tac-find-in-codebase-1,failed,0.0,cpp,medium,find-in-codebase,Requirements & Discovery,ggerganov/llama.cpp,0.575,0.5,0.3,436287,4871,,421317,0.7327372499999999,144.1,1365.5,20.8
ccb_tac,baseline,tac-find-in-codebase-2,failed,0.0,cpp,medium,find-in-codebase,Requirements & Discovery,ggerganov/llama.cpp,0.575,0.5,0.3,808046,324,808012,,,114.0,1301.8,18.4
ccb_tac,baseline,tac-implement-hyperloglog,passed,1.0,cpp,hard,implement,Implementation (feature),cmu-db/bustub,0.49,0.5,0.3,5593230,1069,5593115,,,619.3,1404.6,21.7
ccb_tac,baseline,tac-troubleshoot-dev-setup,failed,0.0,python,medium,troubleshoot,Maintenance,lmarena/copilot-arena,0.4525,0.5,0.3,5512976,1110,5512845,,,926.0,1359.2,19.6
ccb_tac,baseline,tac-write-unit-test,passed,0.8,python,medium,unit-test,Testing & QA,All-Hands-AI/OpenHands,0.465,0.5,0.3,959529,309,959497,,,461.3,1370.5,18.2
ccb_tac,sourcegraph_base,tac-buffer-pool-manager,passed,0.75,cpp,hard,implement,Implementation (feature),cmu-db/bustub,0.49,0.5,0.3,12851083,1442,12850947,,,1735.9,1955.0,1.2
ccb_tac,sourcegraph_base,tac-copilot-arena-endpoint,passed,1.0,python,medium,endpoint,Implementation (feature),lmarena/copilot-arena,0.4775,0.5,0.3,4925493,44576,,4784768,4.932106,817.3,1358.0,0.9
ccb_tac,sourcegraph_base,tac-dependency-change,passed,0.8,python,medium,dependency,Maintenance,All-Hands-AI/OpenHands,0.44,0.5,0.3,8024223,17223,,7936633,5.183048999999998,967.2,1370.9,0.9
ccb_tac,sourcegraph_base,tac-find-in-codebase-1,failed,0.0,cpp,medium,find-in-codebase,Requirements & Discovery,ggerganov/llama.cpp,0.575,0.5,0.3,130503,9,130494,,,22.1,733.1,1.0
ccb_tac,sourcegraph_base,tac-find-in-codebase-2,failed,0.0,cpp,medium,find-in-codebase,Requirements & Discovery,ggerganov/llama.cpp,0.575,0.5,0.3,753262,245,753238,,,91.2,730.4,1.3
ccb_tac,sourcegraph_base,tac-implement-hyperloglog,passed,0.1667,cpp,hard,implement,Implementation (feature),cmu-db/bustub,0.49,0.5,0.3,8359185,598,8359069,,,797.8,1387.7,3.5
ccb_tac,sourcegraph_base,tac-troubleshoot-dev-setup,failed,0.0,python,medium,troubleshoot,Maintenance,lmarena/copilot-arena,0.4525,0.5,0.3,3370631,488,3370553,,,279.4,726.2,3.8
ccb_tac,sourcegraph_base,tac-write-unit-test,passed,0.2,python,medium,unit-test,Testing & QA,All-Hands-AI/OpenHands,0.465,0.5,0.3,3914299,605,3914229,,,396.9,724.8,3.3
ccb_tac,sourcegraph_full,tac-buffer-pool-manager,passed,0.75,cpp,hard,implement,Implementation (feature),cmu-db/bustub,0.49,0.5,0.3,13363560,1072,13363409,,,910.3,1459.3,1.2
ccb_tac,sourcegraph_full,tac-copilot-arena-endpoint,passed,1.0,python,medium,endpoint,Implementation (feature),lmarena/copilot-arena,0.4775,0.5,0.3,3153047,649,3152986,,,284.6,739.5,0.9
ccb_tac,sourcegraph_full,tac-dependency-change,passed,0.8,python,medium,dependency,Maintenance,All-Hands-AI/OpenHands,0.44,0.5,0.3,6178480,782,6173128,,,1725.7,2003.0,0.9
ccb_tac,sourcegraph_full,tac-find-in-codebase-1,failed,0.0,cpp,medium,find-in-codebase,Requirements & Discovery,ggerganov/llama.cpp,0.575,0.5,0.3,836866,228,836843,,,77.9,740.0,0.9
ccb_tac,sourcegraph_full,tac-find-in-codebase-2,failed,0.0,cpp,medium,find-in-codebase,Requirements & Discovery,ggerganov/llama.cpp,0.575,0.5,0.3,934318,245,934291,,,105.7,737.1,1.1
ccb_tac,sourcegraph_full,tac-implement-hyperloglog,passed,1.0,cpp,hard,implement,Implementation (feature),cmu-db/bustub,0.49,0.5,0.3,7032511,59198,,6927772,5.7947913500000015,1122.7,1477.6,1.0
ccb_tac,sourcegraph_full,tac-troubleshoot-dev-setup,failed,0.0,python,medium,troubleshoot,Maintenance,lmarena/copilot-arena,0.4525,0.5,0.3,2222526,325,2222472,,,199.0,733.7,0.9
ccb_tac,sourcegraph_full,tac-write-unit-test,passed,0.8,python,medium,unit-test,Testing & QA,All-Hands-AI/OpenHands,0.465,0.5,0.3,2528016,356,2527960,,,486.7,808.6,4.2
